"altitude";"co_a";"co_w";"pt";"gps_fix";"heading";"humidity";"latitude";"lonet_bat";"longitude";"no2_a";"no2_w";"pm1";"pm10";"pm2_5";"w_pm1";"w_pm10";"w_pm2_5";"sample_flow_rate";"sampling_period";"speed";"temp";"date";"retries";"last_organicity_sync";"timestamp";"id";"m_co";"m_no2"
0;267.5;191.8;0;0;0;14.1;0;0;0;288.5;258.7;17.939;22.25;22.126;8;12;11;3.385;64.841;0;37.2;19800106070851;0;"";"2017-02-10 04:09:55.767816+00";24;479.48721;481.09891
0;267.5;190.2;0;0;0;14.1;0;0;0;292.5;261.1;18.133;22.238;22.146;7;11;10;3.407;64.84;0;37.1;19800106070746;0;"";"2017-02-10 04:08:49.810157+00";24;477.87549;479.48721
0;265.9;192.6;0;0;0;14.1;0;0;0;290.1;258.7;17.677;21.848;21.753;8;12;11;3.451;64.844;0;37.1;19800106070641;0;"";"2017-02-10 04:07:44.866361+00";24;480.29306;481.90479
0;265.9;191.8;0;0;0;14.1;0;0;0;292.5;258.7;17.862;21.989;21.902;6;10;9;3.382;64.837;0;37;19800106070536;0;"";"2017-02-10 04:06:39.772427+00";24;480.29306;481.90479
0;270.8;191;0;0;0;14.1;0;0;0;291.7;257.9;17.538;21.614;21.52;7;11;10;3.4;64.843;0;37;19800106070431;0;"";"2017-02-10 04:05:34.774978+00";24;480.29306;479.48721
0;270;192.6;0;0;0;14.1;0;0;0;288.5;261.1;18.587;22.872;22.779;6;10;9;3.284;64.843;0;36.9;19800106070326;0;"";"2017-02-10 04:04:30.71413+00";24;480.29306;481.09891
0;271.6;191;0;0;0;14.2;0;0;0;286.1;261.1;17.65;21.767;21.64;6;10;9;3.354;64.839;0;36.8;19800106070221;0;"";"2017-02-10 04:03:24.743123+00";24;483.51651;478.68134
0;267.5;190.2;0;0;0;14.2;0;0;0;289.3;258.7;17.44;21.472;21.377;7;11;10;3.344;64.845;0;36.8;19800106070116;0;"";"2017-02-10 04:02:19.646899+00";24;481.09891;478.68134
0;270;189.4;0;0;0;14.2;0;0;0;291.7;258.7;17.492;21.545;21.454;6;10;9;3.325;64.84;0;36.8;19800106070011;0;"";"2017-02-10 04:01:14.564957+00";24;482.71063;482.71063
0;263.5;191.8;0;0;0;14.2;0;0;0;291.7;257.9;17.597;21.556;21.476;6;10;9;3.287;64.843;0;36.8;19800106065906;0;"";"2017-02-10 04:00:09.53639+00";24;482.71063;480.29306
0;269.2;191;0;0;0;14.2;0;0;0;288.5;259.5;16.851;20.762;20.678;6;9;8;3.361;64.839;0;36.7;19800106065801;0;"";"2017-02-10 03:59:05.559885+00";24;483.51651;481.90479
0;267.5;194.2;0;0;0;14.2;0;0;0;293.3;261.1;16.699;20.473;20.391;6;10;9;3.358;64.846;0;36.7;19800106065656;0;"";"2017-02-10 03:57:59.380055+00";24;482.71063;481.09891
0;268.4;194.2;0;0;0;14.2;0;0;0;291.7;261.9;16.974;20.935;20.847;6;9;8;3.352;64.841;0;36.7;19800106065551;0;"";"2017-02-10 03:56:54.341856+00";24;484.32236;484.32236
0;268.4;191.8;0;0;0;14.2;0;0;0;290.9;258.7;16.601;20.436;20.32;6;10;9;3.34;64.843;0;36.7;19800106065446;0;"";"2017-02-10 03:55:49.314483+00";24;484.32236;480.29306
0;265.9;187.8;0;0;0;14.2;0;0;0;289.3;258.7;17.478;21.434;21.34;7;11;10;3.316;64.85;0;36.7;19800106065341;0;"";"2017-02-10 03:54:44.40342+00";24;481.90479;485.12823
0;267.5;190.2;0;0;0;14.2;0;0;0;292.5;264.3;17.377;21.531;21.431;6;10;9;3.27;64.847;0;36.7;19800106065236;0;"";"2017-02-10 03:53:40.286846+00";24;483.51651;484.32236
0;265.9;185.3;0;0;0;14.3;0;0;0;290.1;258.7;16.87;20.865;20.773;6;10;9;3.323;64.846;0;36.7;19800106065131;0;"";"2017-02-10 03:52:34.247515+00";24;484.32236;481.90479
0;268.4;188.6;0;0;0;14.3;0;0;0;285.3;261.1;17.012;21.11;20.982;7;11;10;3.284;64.85;0;36.7;19800106065026;0;"";"2017-02-10 03:51:29.230905+00";24;481.90479;482.71063
0;268.4;190.2;0;0;0;14.3;0;0;0;293.3;265.1;16.635;20.516;20.438;6;10;9;3.353;64.844;0;36.6;19800106064920;0;"";"2017-02-10 03:50:24.179985+00";24;482.71063;484.32236
0;265.1;191;0;0;0;14.3;0;0;0;286.9;258.7;18.136;22.326;22.244;7;11;10;3.199;64.85;0;36.6;19800106064815;0;"";"2017-02-10 03:49:19.149988+00";24;483.51651;481.09891
0;264.3;190.2;0;0;0;14.3;0;0;0;294.9;264.3;16.622;20.438;20.345;6;10;9;3.323;64.851;0;36.5;19800106064710;0;"";"2017-02-10 03:48:14.974444+00";24;482.71063;483.51651
0;265.9;192.6;0;0;0;14.4;0;0;0;294.1;258.7;17.078;21.007;20.921;6;9;8;3.284;64.847;0;36.5;19800106064605;0;"";"2017-02-10 03:47:08.964746+00";24;483.51651;481.90479
0;265.9;190.2;0;0;0;14.4;0;0;0;290.9;265.1;16.57;20.436;20.346;6;9;8;3.354;64.842;0;36.5;19800106064500;0;"";"2017-02-10 03:46:03.914286+00";24;483.51651;483.51651
0;265.9;191;0;0;0;14.4;0;0;0;290.1;258.7;16.903;20.693;20.61;6;10;9;3.344;64.84;0;36.5;19800106064355;0;"";"2017-02-10 03:44:59.28319+00";24;484.32236;484.32236
0;268.4;187.8;0;0;0;14.3;0;0;0;291.7;264.3;17.125;20.876;20.794;7;11;10;3.325;64.844;0;36.5;19800106064250;0;"";"2017-02-10 03:43:53.851722+00";24;485.12823;485.93408
0;269.2;190.2;0;0;0;14.4;0;0;0;287.7;264.3;16.529;20.287;20.198;7;11;10;3.44;64.845;0;36.5;19800106064145;0;"";"2017-02-10 03:42:49.775749+00";24;485.93408;485.93408
0;265.9;191.8;0;0;0;14.4;0;0;0;291.7;261.9;17.026;20.925;20.833;7;11;10;3.36;64.851;0;36.4;19800106064040;0;"";"2017-02-10 03:41:43.80634+00";24;486.73996;486.73996
0;267.5;189.4;0;0;0;14.4;0;0;0;290.1;258.7;16.902;20.837;20.683;6;10;9;3.355;64.843;0;36.4;19800106063935;0;"";"2017-02-10 03:40:38.737179+00";24;486.73996;485.12823
0;268.4;191;0;0;0;14.4;0;0;0;294.9;261.9;16.487;20.36;20.245;8;12;11;3.347;64.841;0;36.4;19800106063830;0;"";"2017-02-10 03:39:33.722666+00";24;489.15753;488.35165
0;267.5;187.8;0;0;0;14.4;0;0;0;290.9;259.5;16.565;20.259;20.178;7;11;10;3.331;64.842;0;36.3;19800106063725;0;"";"2017-02-10 03:38:29.986725+00";24;486.73996;489.15753
0;267.5;191;0;0;0;14.4;0;0;0;290.1;264.3;16.852;20.67;20.581;7;11;10;3.299;64.844;0;36.3;19800106063620;0;"";"2017-02-10 03:37:24.596052+00";24;487.54581;487.54581
0;266.7;187;0;0;0;14.5;0;0;0;290.9;259.5;17.299;21.15;21.065;7;11;10;3.237;64.853;0;36.3;19800106063515;0;"";"2017-02-10 03:36:18.661018+00";24;488.35165;488.35165
0;268.4;193.4;0;0;0;14.5;0;0;0;292.5;261.9;16.866;20.736;20.643;6;10;9;3.257;64.845;0;36.2;19800106063410;0;"";"2017-02-10 03:35:13.558383+00";24;489.96338;490.76926
0;269.2;190.2;0;0;0;14.5;0;0;0;291.7;258.7;17.211;21.093;21.004;7;11;10;3.156;64.848;0;36.2;19800106063305;0;"";"2017-02-10 03:34:08.52642+00";24;488.35165;486.73996
0;269.2;189.4;0;0;0;14.5;0;0;0;290.9;258.7;17.998;21.94;21.857;8;12;11;3.098;64.845;0;36.2;19800106063200;0;"";"2017-02-10 03:33:03.493918+00";24;490.76926;488.35165
0;156.3;188.6;0;0;0;14.5;0;0;0;303;258.7;16.948;20.832;20.734;8;12;11;3.249;64.847;0;36.2;19800106063055;0;"";"2017-02-10 03:32:00.065869+00";24;488.35165;484.32236
0;267.5;191;0;0;0;14.5;0;0;0;290.1;258.7;16.651;20.305;20.229;8;12;11;3.281;64.848;0;36.2;19800106062950;0;"";"2017-02-10 03:30:53.408577+00";24;489.96338;492.38098
0;264.3;191;0;0;0;14.5;0;0;0;291.7;265.1;16.273;20.048;19.917;7;11;10;3.347;64.846;0;36.2;19800106062845;0;"";"2017-02-10 03:29:48.342979+00";24;488.35165;489.15753
0;265.9;187.8;0;0;0;14.6;0;0;0;286.9;265.1;16.582;20.293;20.218;7;11;10;3.33;64.847;0;36.1;19800106062740;0;"";"2017-02-10 03:28:43.274767+00";24;491.5751;490.76926
0;265.1;189.4;0;0;0;14.6;0;0;0;290.1;261.9;17.158;20.953;20.835;9;13;12;3.297;64.85;0;36.1;19800106062635;0;"";"2017-02-10 03:27:38.227593+00";24;491.5751;490.76926
0;265.9;190.2;0;0;0;14.6;0;0;0;290.9;258.7;16.339;19.981;19.885;6;10;9;3.38;64.844;0;36.1;19800106062530;0;"";"2017-02-10 03:26:34.15485+00";24;489.96338;493.18683
0;269.2;192.6;0;0;0;14.6;0;0;0;290.9;261.9;16.506;20.215;20.133;6;10;9;3.397;64.847;0;36;19800106062425;0;"";"2017-02-10 03:25:28.205635+00";24;489.96338;490.76926
0;265.1;188.6;0;0;0;14.6;0;0;0;287.7;259.5;15.873;19.421;19.347;6;10;9;3.432;64.847;0;36;19800106062319;0;"";"2017-02-10 03:24:23.159493+00";24;491.5751;490.76926
0;269.2;188.6;0;0;0;14.6;0;0;0;294.1;265.1;16.443;20.137;20.053;6;10;9;3.344;64.847;0;36;19800106062214;0;"";"2017-02-10 03:23:18.18264+00";24;490.76926;489.96338
0;265.9;189.4;0;0;0;14.7;0;0;0;287.7;265.1;17.091;20.975;20.877;6;10;9;3.325;64.845;0;35.9;19800106062109;0;"";"2017-02-10 03:22:13.159444+00";24;489.96338;489.96338
0;266.7;188.6;0;0;0;14.7;0;0;0;290.9;261.9;17.377;21.327;21.255;7;11;10;3.288;64.855;0;35.9;19800106062004;0;"";"2017-02-10 03:21:09.097357+00";24;489.96338;493.18683
0;268.4;191.8;0;0;0;14.7;0;0;0;290.9;261.9;17.418;21.244;21.163;6;10;9;3.216;64.85;0;35.8;19800106061859;0;"";"2017-02-10 03:20:02.896632+00";24;490.76926;492.38098
0;268.4;190.2;0;0;0;14.7;0;0;0;290.9;261.9;16.695;20.523;20.45;6;10;9;3.36;64.846;0;35.8;19800106061754;0;"";"2017-02-10 03:18:57.94601+00";24;491.5751;490.76926
0;265.9;190.2;0;0;0;14.7;0;0;0;290.9;259.5;15.836;19.362;19.286;6;10;9;3.356;64.845;0;35.8;19800106061649;0;"";"2017-02-10 03:17:52.829172+00";24;494.79855;493.18683
0;268.4;193.4;0;0;0;14.7;0;0;0;290.9;261.9;16.506;20.148;20.049;7;11;10;3.349;64.845;0;35.7;19800106061544;0;"";"2017-02-10 03:16:47.785908+00";24;493.99271;493.18683
0;267.5;187.8;0;0;0;14.8;0;0;0;290.1;265.1;16.356;19.884;19.82;6;10;9;3.335;64.842;0;35.7;19800106061439;0;"";"2017-02-10 03:15:43.714223+00";24;496.41028;493.99271
0;268.4;191;0;0;0;14.7;0;0;0;288.5;265.9;16.419;20.187;20.1;7;11;10;3.307;64.843;0;35.7;19800106061334;0;"";"2017-02-10 03:14:37.709156+00";24;493.99271;493.18683
0;270;191.8;0;0;0;14.8;0;0;0;289.3;262.7;16.922;20.909;20.812;7;11;10;3.252;64.848;0;35.6;19800106061229;0;"";"2017-02-10 03:13:32.649914+00";24;494.79855;494.79855
0;265.9;187;0;0;0;14.8;0;0;0;290.1;258.7;16.619;20.501;20.395;7;11;10;3.287;64.848;0;35.5;19800106061124;0;"";"2017-02-10 03:12:27.603087+00";24;495.6044;493.99271
0;266.7;190.2;0;0;0;14.8;0;0;0;287.7;259.5;16.152;19.732;19.652;8;12;11;3.36;64.856;0;35.5;19800106061019;0;"";"2017-02-10 03:11:22.643058+00";24;496.41028;494.79855
0;265.1;188.6;0;0;0;14.8;0;0;0;286.9;258.7;15.986;19.582;19.406;6;9;8;3.356;64.848;0;35.5;19800106060914;0;"";"2017-02-10 03:10:18.565101+00";24;493.99271;493.99271
0;269.2;192.6;0;0;0;14.8;0;0;0;290.9;265.1;16.317;19.996;19.913;6;10;9;3.348;64.849;0;35.4;19800106060809;0;"";"2017-02-10 03:09:12.682826+00";24;497.21613;498.82785
0;267.5;190.2;0;0;0;14.9;0;0;0;289.3;259.5;16.068;19.631;19.551;6;10;9;3.332;64.846;0;35.3;19800106060704;0;"";"2017-02-10 03:08:07.494039+00";24;496.41028;495.6044
0;263.5;189.4;0;0;0;14.8;0;0;0;290.1;261.9;15.821;19.321;19.239;7;11;10;3.301;64.852;0;35.3;19800106060559;0;"";"2017-02-10 03:07:02.544766+00";24;498.022;496.41028
0;265.9;193.4;0;0;0;14.9;0;0;0;290.9;261.9;16.246;19.751;19.661;6;10;9;3.241;64.85;0;35.3;19800106060454;0;"";"2017-02-10 03:05:57.445103+00";24;498.022;498.82785
0;266.7;191;0;0;0;14.9;0;0;0;290.1;265.1;16.143;19.728;19.656;6;10;9;3.264;64.849;0;35.2;19800106060349;0;"";"2017-02-10 03:04:53.309243+00";24;499.63373;497.21613
0;265.1;191.8;0;0;0;14.9;0;0;0;290.1;265.9;15.471;18.845;18.763;6;9;8;3.313;64.845;0;35.2;19800106060244;0;"";"2017-02-10 03:03:47.22877+00";24;497.21613;498.022
0;265.1;189.4;0;0;0;14.9;0;0;0;288.5;261.9;15.365;18.791;18.66;6;10;9;3.263;64.849;0;35.1;19800106060139;0;"";"2017-02-10 03:02:42.194048+00";24;501.24545;499.63373
0;268.4;191;0;0;0;15;0;0;0;288.5;259.5;15.166;18.509;18.432;6;9;8;3.31;64.843;0;35.1;19800106060034;0;"";"2017-02-10 03:01:37.144195+00";24;498.022;499.63373
0;268.4;189.4;0;0;0;14.9;0;0;0;289.3;261.9;15.309;18.632;18.525;6;10;9;3.258;64.849;0;35;19800106055929;0;"";"2017-02-10 03:00:32.124275+00";24;500.43958;500.43958
0;263.5;188.6;0;0;0;15;0;0;0;286.1;265.1;14.907;18.242;18.173;6;10;9;3.3;64.848;0;35;19800106055823;0;"";"2017-02-10 02:59:28.049301+00";24;501.24545;501.24545
0;266.7;191;0;0;0;15;0;0;0;288.5;265.1;14.709;17.978;17.892;6;10;9;3.238;64.849;0;35;19800106055718;0;"";"2017-02-10 02:58:22.030689+00";24;501.24545;502.0513
0;270;191;0;0;0;15;0;0;0;290.1;261.9;14.379;17.485;17.416;6;10;9;3.259;64.852;0;35;19800106055613;0;"";"2017-02-10 02:57:17.039234+00";24;499.63373;499.63373
0;265.1;189.4;0;0;0;15.1;0;0;0;289.3;265.1;14.454;17.626;17.567;6;10;9;3.301;64.844;0;34.9;19800106055508;0;"";"2017-02-10 02:56:11.980422+00";24;502.0513;500.43958
0;266.7;187;0;0;0;15;0;0;0;288.5;265.1;14.668;17.839;17.758;7;11;10;3.241;64.853;0;34.9;19800106055403;0;"";"2017-02-10 02:55:06.973387+00";24;501.24545;500.43958
0;264.3;187;0;0;0;15;0;0;0;286.9;261.9;14.156;17.227;17.17;6;9;8;3.264;64.85;0;34.9;19800106055258;0;"";"2017-02-10 02:54:02.986066+00";24;501.24545;502.0513
0;267.5;187;0;0;0;15.1;0;0;0;282.1;265.1;13.778;16.763;16.697;6;9;8;3.313;64.846;0;34.9;19800106055153;0;"";"2017-02-10 02:52:56.880584+00";24;501.24545;502.0513
0;265.1;191.8;0;0;0;15.1;0;0;0;291.7;260.3;14.515;17.639;17.567;6;9;8;3.264;64.841;0;34.7;19800106055048;0;"";"2017-02-10 02:51:51.737738+00";24;501.24545;502.85715
0;269.2;192.6;0;0;0;15.1;0;0;0;290.9;259.5;14.17;17.146;17.081;6;10;9;3.311;64.846;0;34.8;19800106054943;0;"";"2017-02-10 02:50:46.914146+00";24;499.63373;501.24545
0;267.5;190.2;0;0;0;15.1;0;0;0;290.1;260.3;14.192;17.382;17.299;6;9;8;3.261;64.846;0;34.7;19800106054838;0;"";"2017-02-10 02:49:41.850236+00";24;502.0513;502.85715
0;265.9;191;0;0;0;15.2;0;0;0;294.1;262.7;14.175;17.387;17.311;6;9;8;3.305;64.844;0;34.6;19800106054733;0;"";"2017-02-10 02:48:37.741582+00";24;500.43958;501.24545
0;268.4;188.6;0;0;0;15.2;0;0;0;288.5;262.7;14.503;17.679;17.612;6;9;8;3.249;64.847;0;34.6;19800106054628;0;"";"2017-02-10 02:47:31.564649+00";24;502.85715;502.0513
0;267.5;190.2;0;0;0;15.2;0;0;0;290.1;265.1;14.025;17.075;17.014;6;9;8;3.282;64.845;0;34.6;19800106054523;0;"";"2017-02-10 02:46:26.53686+00";24;502.85715;501.24545
0;266.7;187.8;0;0;0;15.1;0;0;0;290.9;259.5;13.542;16.399;16.336;6;9;8;3.348;64.85;0;34.5;19800106054418;0;"";"2017-02-10 02:45:21.545941+00";24;501.24545;499.63373
0;270.8;187;0;0;0;15.2;0;0;0;288.5;259.5;13.742;16.659;16.602;6;9;8;3.333;64.851;0;34.4;19800106054313;0;"";"2017-02-10 02:44:16.544933+00";24;502.85715;499.63373
0;270;192.6;0;0;0;15.2;0;0;0;286.1;265.9;13.706;16.651;16.585;5;7;7;3.304;64.845;0;34.4;19800106054208;0;"";"2017-02-10 02:43:12.386356+00";24;502.85715;501.24545
0;269.2;188.6;0;0;0;15.2;0;0;0;288.5;259.5;14.132;17.202;17.135;6;10;9;3.246;64.843;0;34.4;19800106054103;0;"";"2017-02-10 02:42:06.381062+00";24;504.46887;503.66302
0;265.9;187;0;0;0;15.3;0;0;0;287.7;259.5;14.225;17.319;17.252;6;10;9;3.275;64.848;0;34.4;19800106053958;0;"";"2017-02-10 02:41:01.371055+00";24;503.66302;502.85715
0;265.9;185.3;0;0;0;15.2;0;0;0;288.5;265.9;14.191;17.434;17.339;6;9;8;3.191;64.845;0;34.3;19800106053853;0;"";"2017-02-10 02:39:56.264734+00";24;505.27475;504.46887
0;267.5;187;0;0;0;15.3;0;0;0;291.7;265.1;14.285;17.306;17.235;6;9;8;3.164;64.842;0;34.2;19800106053748;0;"";"2017-02-10 02:38:51.282174+00";24;503.66302;502.85715
0;264.3;188.6;0;0;0;15.3;0;0;0;289.3;260.3;13.945;17.029;16.961;6;10;9;3.25;64.853;0;34.2;19800106053643;0;"";"2017-02-10 02:37:47.173515+00";24;505.27475;505.27475
0;264.3;189.4;0;0;0;15.4;0;0;0;284.5;262.7;13.693;16.604;16.533;6;9;8;3.282;64.846;0;34.1;19800106053538;0;"";"2017-02-10 02:36:41.181391+00";24;504.46887;503.66302
0;267.5;191.8;0;0;0;15.4;0;0;0;287.7;260.3;13.54;16.372;16.312;7;11;10;3.205;64.853;0;34.1;19800106053432;0;"";"2017-02-10 02:35:36.127462+00";24;506.0806;504.46887
0;266.7;189.4;0;0;0;15.4;0;0;0;288.5;260.3;13.79;16.775;16.71;6;10;9;3.193;64.847;0;34;19800106053327;0;"";"2017-02-10 02:34:31.153975+00";24;504.46887;506.88647
0;267.5;188.6;0;0;0;15.4;0;0;0;286.9;262.7;14.008;16.887;16.824;6;10;9;3.168;64.849;0;34;19800106053222;0;"";"2017-02-10 02:33:26.164523+00";24;506.0806;506.0806
0;263.5;187.8;0;0;0;15.5;0;0;0;287.7;265.1;13.779;16.781;16.718;6;10;9;3.257;64.852;0;33.9;19800106053117;0;"";"2017-02-10 02:32:22.084663+00";24;506.88647;505.27475
0;265.1;188.6;0;0;0;15.4;0;0;0;286.1;263.5;13.171;16.055;15.997;5;7;7;3.299;64.845;0;33.9;19800106053012;0;"";"2017-02-10 02:31:15.942202+00";24;509.30405;507.69232
0;265.9;189.4;0;0;0;15.4;0;0;0;287.7;262.7;13.082;15.909;15.841;6;10;9;3.236;64.85;0;33.9;19800106052907;0;"";"2017-02-10 02:30:10.874503+00";24;506.88647;507.69232
0;268.4;190.2;0;0;0;15.4;0;0;0;287.7;259.5;13.384;16.349;16.269;6;9;8;3.255;64.848;0;33.8;19800106052802;0;"";"2017-02-10 02:29:05.992302+00";24;509.30405;508.4982
0;265.1;189.4;0;0;0;15.4;0;0;0;285.3;262.7;13.54;16.467;16.398;6;9;8;3.152;64.845;0;33.7;19800106052657;0;"";"2017-02-10 02:28:00.823822+00";24;509.30405;509.30405
0;265.1;187.8;0;0;0;15.5;0;0;0;286.1;260.3;13.022;15.778;15.717;6;9;8;3.224;64.844;0;33.7;19800106052552;0;"";"2017-02-10 02:26:56.769013+00";24;509.30405;509.30405
0;269.2;186.2;0;0;0;15.5;0;0;0;284.5;262.7;12.597;15.177;15.125;6;9;8;3.231;64.844;0;33.7;19800106052447;0;"";"2017-02-10 02:25:50.696712+00";24;508.4982;509.30405
0;265.1;190.2;0;0;0;15.5;0;0;0;286.9;265.9;12.747;15.473;15.377;6;9;8;3.246;64.847;0;33.6;19800106052342;0;"";"2017-02-10 02:24:45.641657+00";24;511.72162;511.72162
0;266.7;190.2;0;0;0;15.6;0;0;0;284.5;260.3;12.907;15.69;15.622;6;9;8;3.274;64.846;0;33.5;19800106052237;0;"";"2017-02-10 02:23:40.602647+00";24;510.10989;510.10989
0;265.9;188.6;0;0;0;15.6;0;0;0;285.3;265.9;12.892;15.737;15.663;6;10;9;3.19;64.855;0;33.5;19800106052132;0;"";"2017-02-10 02:22:35.730314+00";24;512.52747;510.10989
0;265.1;191.8;0;0;0;15.6;0;0;0;290.1;260.3;12.373;14.958;14.903;6;9;8;3.303;64.85;0;33.4;19800106052027;0;"";"2017-02-10 02:21:31.672289+00";24;511.72162;510.91577
0;262.7;191;0;0;0;15.6;0;0;0;286.9;262.7;12.836;15.686;15.584;5;7;7;3.245;64.852;0;33.4;19800106051922;0;"";"2017-02-10 02:20:25.550707+00";24;511.72162;511.72162
0;264.3;187.8;0;0;0;15.7;0;0;0;284.5;260.3;13.318;16.176;16.122;6;9;8;3.135;64.851;0;33.3;19800106051817;0;"";"2017-02-10 02:19:20.549103+00";24;510.91577;508.4982
0;269.2;188.6;0;0;0;15.6;0;0;0;283.7;259.5;13.194;16.072;16.006;6;9;8;3.188;64.851;0;33.3;19800106051712;0;"";"2017-02-10 02:18:15.381614+00";24;514.13922;514.13922
0;268.4;192.6;0;0;0;15.8;0;0;0;287.7;260.3;13.443;16.321;16.258;6;9;8;3.159;64.853;0;33.3;19800106051607;0;"";"2017-02-10 02:17:10.366828+00";24;512.52747;512.52747
0;269.2;189.4;0;0;0;15.7;0;0;0;286.1;265.9;12.643;15.371;15.313;6;9;8;3.239;64.85;0;33.2;19800106051502;0;"";"2017-02-10 02:16:06.364044+00";24;513.33337;510.10989
0;268.4;193.4;0;0;0;15.8;0;0;0;288.5;262.7;12.637;15.448;15.372;6;9;8;3.26;64.848;0;33.2;19800106051357;0;"";"2017-02-10 02:15:00.436193+00";24;512.52747;511.72162
0;267.5;190.2;0;0;0;15.8;0;0;0;290.1;265.9;12.176;14.814;14.752;6;9;8;3.304;64.846;0;33.1;19800106051252;0;"";"2017-02-10 02:13:55.285206+00";24;516.55682;513.33337
0;267.5;187.8;0;0;0;15.8;0;0;0;291.7;265.9;12.443;15.104;15.04;6;10;9;3.246;64.853;0;33;19800106051147;0;"";"2017-02-10 02:12:50.243209+00";24;516.55682;514.13922
0;262.7;188.6;0;0;0;15.8;0;0;0;288.5;262.7;12.674;15.322;15.267;6;9;8;3.276;64.845;0;33;19800106051042;0;"";"2017-02-10 02:11:45.205353+00";24;516.55682;516.55682
0;267.5;187.8;0;0;0;15.8;0;0;0;292.5;265.9;12.084;14.633;14.583;6;9;8;3.336;64.848;0;33;19800106050936;0;"";"2017-02-10 02:10:41.159984+00";24;517.36267;514.13922
0;267.5;187;0;0;0;15.8;0;0;0;286.1;260.3;11.965;14.523;14.473;5;7;7;3.31;64.846;0;32.9;19800106050831;0;"";"2017-02-10 02:09:35.094722+00";24;515.75092;516.55682
0;263.5;189.4;0;0;0;15.9;0;0;0;286.9;260.3;11.988;14.515;14.458;6;9;8;3.257;64.845;0;32.8;19800106050726;0;"";"2017-02-10 02:08:30.100828+00";24;517.36267;518.16852
0;268.4;187.8;0;0;0;15.9;0;0;0;286.9;261.1;11.931;14.634;14.546;6;9;8;3.298;64.852;0;32.8;19800106050621;0;"";"2017-02-10 02:07:25.018081+00";24;517.36267;516.55682
0;265.9;188.6;0;0;0;16;0;0;0;284.5;263.5;12.453;14.997;14.937;5;7;7;3.235;64.849;0;32.7;19800106050516;0;"";"2017-02-10 02:06:19.985107+00";24;516.55682;515.75092
0;262.7;187.8;0;0;0;15.9;0;0;0;286.1;263.5;12.305;14.949;14.894;6;9;8;3.252;64.85;0;32.7;19800106050411;0;"";"2017-02-10 02:05:15.92724+00";24;521.39197;518.97437
0;266.7;184.5;0;0;0;16;0;0;0;282.9;265.9;12.398;15.098;15.004;6;9;8;3.147;64.847;0;32.5;19800106050306;0;"";"2017-02-10 02:04:09.82323+00";24;518.97437;519.78021
0;267.5;187.8;0;0;0;16;0;0;0;281.2;260.3;12.217;14.812;14.755;5;7;7;3.214;64.847;0;32.5;19800106050201;0;"";"2017-02-10 02:03:04.833657+00";24;520.58612;518.97437
0;268.4;188.6;0;0;0;16;0;0;0;287.7;263.5;12.321;14.967;14.864;6;9;8;3.211;64.85;0;32.4;19800106050056;0;"";"2017-02-10 02:01:59.684531+00";24;518.97437;517.36267
0;265.1;186.2;0;0;0;16;0;0;0;286.1;265.9;12.482;15.086;15.032;6;9;8;3.204;64.848;0;32.4;19800106045951;0;"";"2017-02-10 02:00:54.689246+00";24;522.19781;520.58612
0;262.7;187.8;0;0;0;16.1;0;0;0;284.5;265.9;11.98;14.562;14.506;5;7;7;3.334;64.852;0;32.3;19800106045846;0;"";"2017-02-10 01:59:51.204867+00";24;521.39197;520.58612
0;265.1;187.8;0;0;0;16.1;0;0;0;286.1;262.7;11.887;14.261;14.215;6;9;8;3.305;64.857;0;32.3;19800106045741;0;"";"2017-02-10 01:58:44.563094+00";24;522.19781;523.00366
0;263.5;184.5;0;0;0;16.1;0;0;0;286.1;268.4;11.871;14.263;14.206;6;9;8;3.249;64.853;0;32.2;19800106045636;0;"";"2017-02-10 01:57:39.58969+00";24;522.19781;523.00366
0;265.9;187.8;0;0;0;16.1;0;0;0;288.5;266.7;11.714;14.272;14.195;6;9;8;3.282;64.855;0;32.2;19800106045531;0;"";"2017-02-10 01:56:34.445319+00";24;526.22711;523.80957
0;263.5;188.6;0;0;0;16.2;0;0;0;288.5;266.7;12.249;14.809;14.755;5;7;7;3.204;64.851;0;32.1;19800106045426;0;"";"2017-02-10 01:55:29.42841+00";24;522.19781;523.00366
0;265.9;190.2;0;0;0;16.2;0;0;0;283.7;263.5;11.66;14.045;13.988;5;7;7;3.19;64.851;0;32;19800106045321;0;"";"2017-02-10 01:54:25.30105+00";24;523.80957;525.42126
0;266.7;183.7;0;0;0;16.2;0;0;0;282.9;266.7;11.342;13.767;13.708;5;7;7;3.304;64.853;0;32.1;19800106045216;0;"";"2017-02-10 01:53:19.387585+00";24;524.61542;523.80957
0;265.9;188.6;0;0;0;16.2;0;0;0;286.1;263.5;11.567;14.084;14.019;5;7;7;3.247;64.849;0;32;19800106045111;0;"";"2017-02-10 01:52:14.282387+00";24;526.22711;526.22711
0;269.2;189.4;0;0;0;16.3;0;0;0;288.5;261.1;11.374;13.793;13.73;6;9;8;3.276;64.85;0;31.9;19800106045006;0;"";"2017-02-10 01:51:09.363591+00";24;527.03296;526.22711
0;264.3;188.6;0;0;0;16.3;0;0;0;287.7;263.5;12.474;15.036;14.973;5;7;7;3.193;64.849;0;31.9;19800106044901;0;"";"2017-02-10 01:50:04.256304+00";24;524.61542;527.03296
